country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",09-08-2026 14:00:00,22.06631475,83.33820077,NH3,1,2,2
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",09-08-2026 14:00:00,22.06631475,83.33820077,OZONE,14,23,18
India,Delhi,Delhi,"ITO, Delhi - CPCB",09-08-2026 14:00:00,28.628624,77.24106,PM10,23,133,80
India,Delhi,Delhi,"ITO, Delhi - CPCB",09-08-2026 14:00:00,28.628624,77.24106,NH3,3,6,5
India,Delhi,Delhi,"ITO, Delhi - CPCB",09-08-2026 14:00:00,28.628624,77.24106,OZONE,27,35,31
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",09-08-2026 14:00:00,28.674045,77.131023,NH3,2,4,4
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",09-08-2026 14:00:00,28.674045,77.131023,CO,23,44,31
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",09-08-2026 14:00:00,28.6514781,77.1473105,PM2.5,25,52,38
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",09-08-2026 14:00:00,28.6514781,77.1473105,SO2,2,44,21
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",09-08-2026 14:00:00,28.636429,77.201067,PM10,8,135,83
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",09-08-2026 14:00:00,26.2271665,84.3570427,PM10,95,112,105
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",09-08-2026 14:00:00,26.2271665,84.3570427,CO,67,75,70
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",09-08-2026 14:00:00,30.719859,76.738637,OZONE,1,11,5
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",09-08-2026 14:00:00,21.185571,81.343175,SO2,1,19,10
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",09-08-2026 14:00:00,21.185571,81.343175,CO,20,21,20
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",09-08-2026 14:00:00,21.185571,81.343175,OZONE,10,11,11
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",09-08-2026 14:00:00,21.371751,81.664929,NH3,NA,NA,NA
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",09-08-2026 14:00:00,21.258815,81.578979,NH3,4,4,4
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",09-08-2026 14:00:00,21.258815,81.578979,SO2,4,7,5
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",09-08-2026 14:00:00,21.237755,81.705301,CO,10,18,14
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",09-08-2026 14:00:00,25.859655,85.77944,PM10,4,107,37
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",09-08-2026 14:00:00,25.859655,85.77944,NH3,1,2,1
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",09-08-2026 14:00:00,24.952822,84.002396,PM10,NA,NA,NA
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",09-08-2026 14:00:00,24.952822,84.002396,NH3,2,5,3
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",09-08-2026 14:00:00,26.2271665,84.3570427,PM10,95,112,105
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",09-08-2026 14:00:00,26.2271665,84.3570427,CO,67,75,70
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",09-08-2026 14:00:00,30.719859,76.738637,OZONE,1,11,5
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",09-08-2026 14:00:00,21.185571,81.343175,SO2,1,19,10
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",09-08-2026 14:00:00,21.185571,81.343175,CO,20,21,20
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",09-08-2026 14:00:00,21.185571,81.343175,OZONE,10,11,11
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",09-08-2026 14:00:00,21.194815,81.31477,NO2,3,8,5
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",09-08-2026 14:00:00,21.194815,81.31477,NH3,4,5,5
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",09-08-2026 14:00:00,21.224231,81.40835,NH3,5,8,7
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",09-08-2026 14:00:00,21.224231,81.40835,SO2,8,22,11
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",09-08-2026 14:00:00,22.08815,82.13737,PM2.5,5,57,23
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",09-08-2026 14:00:00,22.08815,82.13737,NH3,NA,NA,NA
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",09-08-2026 14:00:00,25.265194,87.012947,PM10,21,383,58
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",09-08-2026 14:00:00,25.265194,87.012947,NH3,1,8,3
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",09-08-2026 14:00:00,25.265194,87.012947,OZONE,8,47,17
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",09-08-2026 14:00:00,25.251013,86.989001,NO2,9,14,12
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",09-08-2026 14:00:00,22.368195,82.746431,NO2,NA,NA,NA
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",09-08-2026 14:00:00,22.368195,82.746431,CO,7,7,7
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",09-08-2026 14:00:00,22.12665,83.483212,SO2,5,16,12
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",09-08-2026 14:00:00,22.1910172,83.5197009,OZONE,26,59,42
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",09-08-2026 14:00:00,21.219665,81.630094,PM2.5,3,35,12
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",09-08-2026 14:00:00,21.219665,81.630094,OZONE,2,3,2
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",09-08-2026 14:00:00,25.42742023,86.13886079,OZONE,7,15,12
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",09-08-2026 14:00:00,26.80365,84.51954,PM2.5,16,28,23
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",09-08-2026 14:00:00,26.80365,84.51954,NH3,1,3,3
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",09-08-2026 14:00:00,26.80365,84.51954,CO,NA,NA,NA
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",09-08-2026 14:00:00,25.265194,87.012947,PM10,21,383,58
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",09-08-2026 14:00:00,25.265194,87.012947,NH3,1,8,3
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",09-08-2026 14:00:00,25.265194,87.012947,OZONE,8,47,17
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",09-08-2026 14:00:00,25.251013,86.989001,NO2,9,14,12
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",09-08-2026 14:00:00,25.7808257,84.7446768,PM2.5,NA,NA,NA
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",09-08-2026 14:00:00,24.762518,84.982348,NH3,6,7,6
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",09-08-2026 14:00:00,24.762518,84.982348,SO2,7,8,7
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",09-08-2026 14:00:00,24.792403,84.992416,SO2,40,45,42
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",09-08-2026 14:00:00,26.0881305,87.93840336,SO2,7,12,10
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",09-08-2026 14:00:00,28.5504249,77.2159377,NH3,3,5,4
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",09-08-2026 14:00:00,28.5504249,77.2159377,SO2,24,26,25
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",09-08-2026 14:00:00,28.656756,77.227234,PM10,NA,NA,NA
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",09-08-2026 14:00:00,28.656756,77.227234,OZONE,17,75,49
India,Delhi,Delhi,"Pusa, Delhi - IITM",09-08-2026 14:00:00,28.63611,77.173332,PM10,18,102,61
India,Delhi,Delhi,"Pusa, Delhi - IITM",09-08-2026 14:00:00,28.63611,77.173332,SO2,NA,NA,NA
India,Delhi,Delhi,"Pusa, Delhi - IITM",09-08-2026 14:00:00,28.63611,77.173332,OZONE,4,95,62
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IITM",09-08-2026 14:00:00,28.5627763,77.1180053,NH3,NA,NA,NA
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",09-08-2026 14:00:00,28.493624,77.201159,PM2.5,9,35,19
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",09-08-2026 14:00:00,28.60909,77.0325413,PM10,NA,NA,NA
India,Delhi,Delhi,"Aya Nagar, Delhi - IITM",09-08-2026 14:00:00,28.4706914,77.1099364,PM2.5,16,62,47
India,Delhi,Delhi,"Aya Nagar, Delhi - IITM",09-08-2026 14:00:00,28.4706914,77.1099364,CO,30,55,39
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM",09-08-2026 14:00:00,28.5512005,77.2735737,PM10,9,122,52
India,Andhra Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB",09-08-2026 14:00:00,16.316553,80.413302,CO,18,37,29
India,Andhra Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",09-08-2026 14:00:00,14.465052,78.824187,PM2.5,63,73,71
India,Andhra Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",09-08-2026 14:00:00,14.465052,78.824187,NO2,22,25,25
India,Andhra Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB",09-08-2026 14:00:00,16.186555,81.13219,NO2,NA,NA,NA
India,Andhra Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB",09-08-2026 14:00:00,16.186555,81.13219,SO2,NA,NA,NA
India,Andhra Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB ",09-08-2026 14:00:00,14.438164,79.966814,PM10,49,62,55
India,Andhra Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB ",09-08-2026 14:00:00,14.438164,79.966814,SO2,6,11,10
India,Andhra Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",09-08-2026 14:00:00,16.9872867,81.7363176,PM10,36,78,55
India,Andhra Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",09-08-2026 14:00:00,13.67,79.35,SO2,4,9,6
India,Andhra Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",09-08-2026 14:00:00,13.615387,79.40923,PM10,53,58,55
India,Andhra Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",09-08-2026 14:00:00,13.615387,79.40923,NH3,4,5,5
India,Andhra Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",09-08-2026 14:00:00,16.536107,80.594233,SO2,10,10,10
India,Andhra Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",09-08-2026 14:00:00,16.536107,80.594233,CO,32,32,32
India,Andhra Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",09-08-2026 14:00:00,16.554731,80.64911,SO2,8,21,15
India,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",09-08-2026 14:00:00,17.72,83.3,PM2.5,13,71,46
India,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",09-08-2026 14:00:00,17.72,83.3,PM10,21,167,87
India,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",09-08-2026 14:00:00,17.72,83.3,NH3,3,5,4
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",09-08-2026 14:00:00,26.071318,91.87488,NH3,4,5,4
India,Andhra Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",09-08-2026 14:00:00,13.615387,79.40923,NH3,4,5,5
India,Andhra Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",09-08-2026 14:00:00,16.536107,80.594233,SO2,10,10,10
India,Andhra Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",09-08-2026 14:00:00,16.536107,80.594233,CO,32,32,32
India,Andhra Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",09-08-2026 14:00:00,16.554731,80.64911,SO2,8,21,15
India,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",09-08-2026 14:00:00,17.72,83.3,PM2.5,13,71,46
India,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",09-08-2026 14:00:00,17.72,83.3,PM10,21,167,87
India,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",09-08-2026 14:00:00,17.72,83.3,NH3,3,5,4
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",09-08-2026 14:00:00,26.071318,91.87488,NH3,4,5,4
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",09-08-2026 14:00:00,26.446912,91.439057,CO,21,22,21
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",09-08-2026 14:00:00,26.446912,91.439057,OZONE,19,19,19
India,Andhra Pradesh,Eluru,"District Court, Eluru - APPCB",09-08-2026 14:00:00,16.711754,81.092095,NO2,9,14,12
India,Andhra Pradesh,Eluru,"District Court, Eluru - APPCB",09-08-2026 14:00:00,16.711754,81.092095,OZONE,18,308,60
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",09-08-2026 14:00:00,26.446912,91.439057,CO,21,22,21
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",09-08-2026 14:00:00,26.446912,91.439057,OZONE,19,19,19
India,Assam,Silchar,"Tarapur, Silchar - PCBA",09-08-2026 14:00:00,24.82827,92.79525,PM2.5,39,40,40
India,Assam,Silchar,"Tarapur, Silchar - PCBA",09-08-2026 14:00:00,24.82827,92.79525,NO2,16,19,17
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",09-08-2026 14:00:00,25.5626095,84.663264,OZONE,7,8,8
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",09-08-2026 14:00:00,28.672342,77.31526,SO2,4,14,8
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",09-08-2026 14:00:00,28.672342,77.31526,CO,5,24,12
India,Delhi,Delhi,"Rohini, Delhi - DPCC",09-08-2026 14:00:00,28.732528,77.11992,NO2,3,25,11
India,Andhra Pradesh,Eluru,"District Court, Eluru - APPCB",09-08-2026 14:00:00,16.711754,81.092095,NO2,9,14,12
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",09-08-2026 14:00:00,30.943887,76.801991,SO2,NA,NA,NA
India,Jammu and Kashmir,Pampore,"Khrew, Pampore - JKPCC",09-08-2026 14:00:00,34.031606,75.009712,CO,NA,NA,NA
India,Jammu and Kashmir,Pampore,"Khrew, Pampore - JKPCC",09-08-2026 14:00:00,34.031606,75.009712,OZONE,NA,NA,NA
India,Jammu and Kashmir,Srinagar,"Khunmoh, Srinagar - JKPCC",09-08-2026 14:00:00,34.06313,74.96017,PM10,15,43,28
India,Jammu and Kashmir,Srinagar,"Khunmoh, Srinagar - JKPCC",09-08-2026 14:00:00,34.06313,74.96017,SO2,3,4,4
India,Jammu and Kashmir,Srinagar,"Khunmoh, Srinagar - JKPCC",09-08-2026 14:00:00,34.06313,74.96017,OZONE,NA,NA,NA
India,Jammu and Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC",09-08-2026 14:00:00,34.066206,74.81982,NH3,9,9,9
India,Jammu and Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC",09-08-2026 14:00:00,34.066206,74.81982,SO2,3,4,3
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",09-08-2026 14:00:00,23.80569,86.44268,OZONE,16,50,26
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC",09-08-2026 14:00:00,28.594169,77.1251,NO2,6,24,15
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC",09-08-2026 14:00:00,28.594169,77.1251,NH3,1,3,2
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC",09-08-2026 14:00:00,28.594169,77.1251,OZONE,3,5,4
India,Delhi,Delhi,"Narela, Delhi - DPCC",09-08-2026 14:00:00,28.822836,77.101981,SO2,7,11,9
India,Delhi,Delhi,"Narela, Delhi - DPCC",09-08-2026 14:00:00,28.822836,77.101981,CO,18,23,20
India,Delhi,Delhi,"Narela, Delhi - DPCC",09-08-2026 14:00:00,28.822836,77.101981,OZONE,15,39,27
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",09-08-2026 14:00:00,23.076793,72.627874,PM10,101,130,114
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",09-08-2026 14:00:00,23.076793,72.627874,NH3,2,3,2
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",09-08-2026 14:00:00,23.016834,72.625775,OZONE,8,11,10
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",09-08-2026 14:00:00,23.107969,72.574648,NO2,4,17,9
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC",09-08-2026 14:00:00,28.594169,77.1251,PM10,11,113,53
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC",09-08-2026 14:00:00,28.594169,77.1251,NO2,6,24,15
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC",09-08-2026 14:00:00,28.594169,77.1251,NH3,1,3,2
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC",09-08-2026 14:00:00,28.594169,77.1251,OZONE,3,5,4
India,Delhi,Delhi,"Narela, Delhi - DPCC",09-08-2026 14:00:00,28.822836,77.101981,SO2,7,11,9
India,Delhi,Delhi,"Narela, Delhi - DPCC",09-08-2026 14:00:00,28.822836,77.101981,CO,18,23,20
India,Delhi,Delhi,"Narela, Delhi - DPCC",09-08-2026 14:00:00,28.822836,77.101981,OZONE,15,39,27
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",09-08-2026 14:00:00,23.076793,72.627874,PM10,101,130,114
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",09-08-2026 14:00:00,23.076793,72.627874,NH3,2,3,2
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",09-08-2026 14:00:00,23.016834,72.625775,OZONE,8,11,10
India,Jammu and Kashmir,Pampore,"Khrew, Pampore - JKPCC",09-08-2026 14:00:00,34.031606,75.009712,CO,NA,NA,NA
India,Jammu and Kashmir,Pampore,"Khrew, Pampore - JKPCC",09-08-2026 14:00:00,34.031606,75.009712,OZONE,NA,NA,NA
India,Jammu and Kashmir,Srinagar,"Khunmoh, Srinagar - JKPCC",09-08-2026 14:00:00,34.06313,74.96017,PM10,15,43,28
India,Jammu and Kashmir,Srinagar,"Khunmoh, Srinagar - JKPCC",09-08-2026 14:00:00,34.06313,74.96017,SO2,3,4,4
India,Jammu and Kashmir,Srinagar,"Khunmoh, Srinagar - JKPCC",09-08-2026 14:00:00,34.06313,74.96017,OZONE,NA,NA,NA
India,Jammu and Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC",09-08-2026 14:00:00,34.066206,74.81982,NH3,9,9,9
India,Jammu and Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC",09-08-2026 14:00:00,34.066206,74.81982,SO2,3,4,3
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",09-08-2026 14:00:00,23.80569,86.44268,OZONE,16,50,26
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",09-08-2026 14:00:00,23.707909,86.41467,NO2,8,8,8
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",09-08-2026 14:00:00,23.707909,86.41467,NH3,3,3,3
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",09-08-2026 14:00:00,28.58028,77.233829,SO2,8,24,16
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",09-08-2026 14:00:00,28.623763,77.287209,OZONE,7,12,10
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",09-08-2026 14:00:00,28.56789,77.250515,PM2.5,3,190,71
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",09-08-2026 14:00:00,28.73282,77.170633,PM10,14,111,70
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",09-08-2026 14:00:00,28.672342,77.31526,SO2,4,14,8
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",09-08-2026 14:00:00,28.672342,77.31526,CO,5,24,12
India,Delhi,Delhi,"Rohini, Delhi - DPCC",09-08-2026 14:00:00,28.732528,77.11992,NO2,3,25,11
India,Delhi,Delhi,"Rohini, Delhi - DPCC",09-08-2026 14:00:00,28.732528,77.11992,CO,30,44,36
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",09-08-2026 14:00:00,28.530785,77.271255,NH3,5,10,9
India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-08-2026 14:00:00,28.7762,77.051074,PM10,56,151,101
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",09-08-2026 14:00:00,28.710508,77.249485,NO2,2,13,8
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",09-08-2026 14:00:00,28.710508,77.249485,SO2,3,18,11
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",09-08-2026 14:00:00,28.710508,77.249485,CO,57,100,75
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",09-08-2026 14:00:00,28.710508,77.249485,OZONE,13,72,38
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",09-08-2026 14:00:00,28.611281,77.237738,PM10,19,97,57
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",09-08-2026 14:00:00,28.611281,77.237738,NO2,4,61,30
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",09-08-2026 14:00:00,29.966942,76.875879,OZONE,17,22,20
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",09-08-2026 14:00:00,28.360699,76.93609,PM2.5,32,76,54
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",09-08-2026 14:00:00,28.360699,76.93609,PM10,30,71,50
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",09-08-2026 14:00:00,28.360699,76.93609,NH3,6,14,10
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",09-08-2026 14:00:00,28.360699,76.93609,CO,8,24,18
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",09-08-2026 14:00:00,28.060249,76.113115,CO,14,19,17
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",09-08-2026 14:00:00,28.1485564,77.3320667,PM10,34,128,103
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",09-08-2026 14:00:00,28.1485564,77.3320667,SO2,6,46,21
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",09-08-2026 14:00:00,28.3153,76.9143,NH3,3,9,6
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",09-08-2026 14:00:00,28.3153,76.9143,CO,68,89,79
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",09-08-2026 14:00:00,28.3153,76.9143,OZONE,7,21,11
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",09-08-2026 14:00:00,30.7057778,76.8531805555555,PM10,NA,NA,NA
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",09-08-2026 14:00:00,30.7057778,76.8531805555555,NO2,27,32,30
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",09-08-2026 14:00:00,30.7057778,76.8531805555555,OZONE,31,42,37
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",09-08-2026 14:00:00,28.699793,77.165453,PM2.5,37,348,161
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",09-08-2026 14:00:00,28.570173,76.933762,SO2,31,42,36
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",09-08-2026 14:00:00,28.58028,77.233829,NH3,9,11,10
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",09-08-2026 14:00:00,28.58028,77.233829,SO2,8,24,16
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",09-08-2026 14:00:00,28.623763,77.287209,OZONE,7,12,10
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",09-08-2026 14:00:00,28.56789,77.250515,PM2.5,3,190,71
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",09-08-2026 14:00:00,28.73282,77.170633,PM10,14,111,70
India,Delhi,Delhi,"Burari Crossing, Delhi - IITM",09-08-2026 14:00:00,28.7256504,77.2011573,OZONE,9,47,20
India,Delhi,Delhi,"IMD Lodhi Road, Delhi - IITM",09-08-2026 14:00:00,28.5918245,77.2273074,SO2,NA,NA,NA
India,Delhi,Delhi,"JNU, Delhi - DPCC",09-08-2026 14:00:00,28.540721,77.168544,CO,18,54,26
India,Delhi,Delhi,"DTU, Delhi - CPCB",09-08-2026 14:00:00,28.7500499,77.1112615,PM2.5,33,140,79
India,Delhi,Delhi,"DTU, Delhi - CPCB",09-08-2026 14:00:00,28.7500499,77.1112615,NH3,4,13,9
India,Delhi,Delhi,"DTU, Delhi - CPCB",09-08-2026 14:00:00,28.7500499,77.1112615,SO2,28,31,30
India,Delhi,Delhi,"DTU, Delhi - CPCB",09-08-2026 14:00:00,28.7500499,77.1112615,CO,13,30,22
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-08-2026 14:00:00,28.647622,77.315809,NO2,4,147,34
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-08-2026 14:00:00,28.647622,77.315809,NH3,2,13,6
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-08-2026 14:00:00,28.695381,77.181665,NO2,9,42,21
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-08-2026 14:00:00,28.695381,77.181665,OZONE,9,12,10
India,Delhi,Delhi,"Mundka, Delhi - DPCC",09-08-2026 14:00:00,28.684678,77.076574,PM10,30,114,69
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",09-08-2026 14:00:00,28.699793,77.165453,PM2.5,37,348,161
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",09-08-2026 14:00:00,21.613267,73.010555,SO2,13,14,14
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro",09-08-2026 14:00:00,21.755417,72.139056,PM2.5,25,42,33
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro",09-08-2026 14:00:00,21.755417,72.139056,CO,58,60,59
